condition,taxa841,taxa572511,taxa1730,taxa216851,taxa189330,taxa375288,taxa816,taxa239759,taxa33042,taxa292632,taxa1263,taxa102106,taxa1678,taxa459786,taxa1301,taxa1485,taxa239934,taxa35832,taxa397864,taxa39948,taxa283168,taxa84111,taxa561,taxa207244,taxa61170,taxa29465,taxa2172,taxa447020,taxa838,taxa244127,taxa836,taxa100883,taxa577310,taxa1357,taxa1378,taxa724,taxa117563,taxa644652,taxa1578,taxa872,taxa40544,taxa577309,taxa1654,taxa904,taxa123375,taxa32207,taxa1017280,taxa830,taxa133925,taxa848,taxa286,taxa570,taxa906,taxa1350,taxa52225,taxa33024,taxa1380,taxa1348911,taxa946234,taxa84108,taxa846
H2029,1.3827,4.51681,0.965381,1.12864,0.298824,0.0692318,2.02897,0.181935,0.368378,0.00450812,30.2298,0.522941,0.0953145,1.28288,0.0434711,0.610206,0.00225406,,0.229592,0.00128803,0.00193205,0.0267267,0.00128803,0.00515213,0.0212525,,0.492673,0.0148124,8.99015,3.75365,,,0.00418611,0.177749,0.00193205,0.000644017,0.0128803,0.00869422,0.407663,0.0148124,0.00354209,0.0338109,0.00483012,0.000322008,,,,0.000644017,0.00483012,,,0.0038641,0.000322008,0.596359,0.038641,,,,,0.311382,
H2029,0.478688,0.218917,0.304751,2.15595,0.0193951,0.148765,7.54181,0.196634,0.204268,0.000618993,19.4543,4.69321,0.937568,2.14956,0.0806754,0.147527,0.00123799,,0.450008,0.000618993,0.00350763,0.0270294,,0.000206331,0.311766,0.000618993,0.0396156,,8.5844,0.253581,0.00247597,0.000206331,0.00165065,0.00371396,0.00165065,0.000206331,0.213553,0.000825324,0.0815008,0.00350763,0.00185698,0.324559,0.0224901,0.000825324,,0.000412662,,0.00247597,0.00887224,,0.000206331,,,0.00144432,0.124211,,,,,0.109355,
H2029,0.574105,2.23782,1.12164,1.68333,0.0265697,0.888223,10.2882,0.654807,0.161157,0.000248315,44.5728,0.916283,0.0270664,1.14026,0.00844272,0.0849238,0.00124158,0.00148989,0.533133,0.00372473,0.00372473,0.0124158,0.00720114,0.00297978,0.0193686,0.00148989,3.15708,0.0196169,9.37514,1.13356,0.00049663,0.000993261,0.00869103,0.00720114,0.00223484,0.00273147,0.0178787,0.0032281,0.337957,0.0101809,0.0114225,0.179532,0.00571125,0.00124158,0.000248315,,,0.000248315,0.000744946,,0.000744946,0.00720114,,0.0735013,0.0216034,,0.000248315,,,0.192196,
H2029,0.108748,0.499141,0.0892038,1.06811,0.149508,0.0452701,1.44547,0.0798491,0.140655,0.000334097,28.4321,0.837748,0.0718308,1.35927,0.00785127,0.0576317,0.00233868,,0.131968,0.00334097,0.00167048,0.0145332,,0.000668194,0.0446019,0.000501145,0.574145,0.000167048,2.61631,12.8535,0.00116934,0.000167048,0.00367506,0.00985585,0.000835242,0.000668194,0.0170389,0.000835242,0.0678216,0.0143662,0.00133639,0.11944,0.00601374,0.000167048,0.00200458,,,0.000501145,0.000835242,0.000167048,0.000334097,0.000167048,,0.00250573,0.0743365,,,,,0.0357484,
H2029,0.363589,2.836,0.786969,0.418532,0.166443,0.00484786,8.77462,0.552656,2.05549,0.00161595,4.1126,0.132508,2.00701,0.0565583,0.244009,0.11958,,0.00484786,,0.00323191,,0.0969572,,0.033935,0.0226233,0.0258552,,0.00323191,0.0290871,0.158363,0.00161595,0.150284,0.0807976,0.00323191,0.00323191,0.0743338,0.00323191,0.00807976,0.00161595,,,0.00161595,0.00969572,0.00161595,0.00323191,,,0.0113117,,,,,,0.00323191,0.0113117,,,,,,
H2029,0.165084,0.799826,0.238028,0.350644,0.0486294,0.199637,22.7189,1.86711,0.601469,,3.95178,0.0959791,0.354483,0.197077,0.154846,0.0435105,,0.00255944,,0.00127972,,0.0358322,0.00255944,0.0166364,0.0115175,0.00127972,,,0.0102378,0.0499091,,0.0127972,0.18556,0.0102378,0.00255944,0.00255944,0.00127972,0.00511889,0.00255944,,,,0.00383916,,,,0.00127972,0.00767833,,,0.00511889,,0.00127972,0.00127972,0.00639861,0.00127972,,,,,
H2029,0.117185,0.418518,0.308943,0.403299,0.0547878,0.511353,30.0937,2.42893,0.703111,,2.51111,0.0289158,0.324161,0.170451,0.109576,0.0608754,,0.00304377,0.00152188,0.00152188,,0.0152188,,0.00456565,0.013697,0.00608754,0.00152188,,0.10501,0.0563097,0.00913131,0.0715286,0.917696,0.00456565,0.00456565,0.00456565,,0.00152188,0.0684848,,,,0.00608754,,,,,0.00760942,,,,,0.00152188,0.00152188,0.00913131,,,,,,
H2029,0.516527,1.00163,1.07233,0.600978,0.111947,0.141407,43.404,3.39769,0.921107,,1.23731,0.0314237,0.157118,0.708997,0.0707033,0.121767,0.00196398,0.0137479,,0.00196398,,0.0392796,,0.00785592,0.0098199,0.0373156,0.00392796,,0.0490995,0.108019,,0.0314237,0.728637,0.00392796,,0.129623,,0.00196398,,,,,,,,0.00196398,,0.0098199,,,0.00589194,,0.00392796,,0.0117839,,,,,,
H2029,0.327906,0.866203,0.809341,0.68993,0.0246403,0.48333,45.6775,3.65814,0.344965,,1.88404,0.00568623,0.248299,0.610322,0.163005,0.11562,,0.0113725,0.00379082,0.00568623,,0.0341174,,0.00379082,0.00758164,0.100457,,,0.0208495,0.248299,,0.0132679,1.05385,0.00379082,,0.121306,,0.00568623,,,,,0.00568623,,0.00189541,,,0.0132679,,,,,,,0.0113725,,,,,,
H2029,0.0966253,0.820594,0.144217,0.274012,0.00144217,0.0908566,77.5656,0.81771,0.0894145,,1.63975,,0.00721085,0.584078,0.0274012,0.0562446,0.00432651,0.00865301,,0.00576868,,,,0.00144217,0.00288434,0.0648976,,,0.0576868,0.233631,,0.00144217,1.27776,,,0.0230747,,,,0.00288434,,,,,,,,0.00721085,,,0.00144217,,0.00144217,,,,,,,,
H2029,0.232596,0.638696,1.40941,0.562003,0.0490338,0.319348,29.7195,1.83814,0.611036,,2.93448,0.059092,0.0339465,0.890152,0.172247,0.255227,0.00377183,0.00251455,,,,0.0176019,,0.00377183,0.0150873,0.125728,,,0.0188591,0.095553,0.00125728,0.00377183,1.43958,0.00125728,0.00502911,0.0603493,0.00125728,,,,,,0.00251455,,,,0.00377183,0.0163446,,0.0125728,0.00754366,,0.00377183,0.00125728,0.00377183,,0.00251455,,,,
H2029,0.324506,0.766356,1.18937,0.447644,0.0753317,0.0811265,11.6561,1.30527,0.404184,,3.66373,0.0782291,0.197021,0.204265,0.266558,0.0608449,0.00434606,,,0.00289738,0.00144869,0.0130382,,0.0144869,0.0130382,0.0391146,,,0.0202816,0.0521527,,0.0130382,0.149215,0.00144869,0.00434606,0.0188329,,0.00434606,0.00289738,,,0.00144869,0.0101408,0.00289738,,,,,,,,,,0.00289738,0.00144869,,,,,,
H2029,0.136099,2.90408,0.396795,0.540561,0.159101,0.23386,37.8144,6.98704,0.872182,0.00766754,3.21845,0.126514,0.555896,0.122681,0.128431,0.0843429,0.8856,0.00383377,,0.00575065,,0.0536727,0.00766754,0.0134182,0.017252,0.00191688,0.00191688,0.00383377,0.130348,0.230026,,0.00191688,0.362291,0.00766754,0.00191688,0.00575065,,,0.00191688,0.00191688,,,0.00575065,,,,,0.00383377,,,,,0.00383377,,0.00383377,,,,,,
H2029,0.213021,1.04034,0.897661,0.402263,0.0753005,0.0356686,5.7476,0.992777,0.804526,,5.14124,0.159518,1.50006,0.0911532,0.507287,0.119886,0.000990796,,,0.000990796,,0.0317055,,0.0227883,0.0118895,0.0317055,,,0.00693557,0.033687,,0.00495398,0.107006,0.00396318,0.000990796,0.119886,,0.00792636,0.00198159,0.000990796,,0.000990796,0.0108988,,,0.000990796,0.00297239,,,0.000990796,0.0277423,0.00495398,0.000990796,,0.00594477,,,,,0.000990796,
H2029,0.101751,1.15814,0.427686,0.370606,0.0355716,0.737904,14.9103,0.663451,0.430995,,3.69696,0.0140632,,0.00827246,0.216738,0.0256446,3.16422,0.00165449,0.143941,0.737076,0.0198539,0.0239901,,0.0124087,0.00992695,0.00413623,0.000827246,,0.00165449,0.0115814,0.00248174,0.000827246,0.00330898,0.00661797,0.000827246,0.000827246,,0.00496348,0.00165449,,0.000827246,,0.00496348,0.00165449,,,,,,,,,,,0.000827246,,,,,,
H2029,0.0294546,0.0581729,0.0986731,0.389538,0.00368183,0.722375,54.1126,1.72457,0.0176728,0.00294546,1.09571,0.0508093,0.0022091,1.02208,0.0655366,0.0883639,0.0810003,0.000736366,0.332838,24.5004,0.066273,0.00515456,,0.000736366,0.00736366,0.0780548,,,0.0243001,1.90351,,,2.26874,,0.0022091,0.000736366,,,0.000736366,,,,0.00589093,0.000736366,,,,,,,0.000736366,,0.0066273,0.000736366,0.00368183,,,,,,
H2029,0.0999068,0.446669,0.715028,0.159941,0.00672019,0.170245,9.63854,0.431436,0.0524175,0.00134404,0.770582,0.784022,0.904089,0.546127,0.164421,0.34273,5.84567,0.0116483,0.795222,0.0112003,0.00179205,0.0461453,0.00537615,0.00134404,0.00179205,0.00134404,1.19485,0.000448013,0.0864664,0.0851224,0.00134404,0.000448013,0.0277768,0.00224006,0.000896025,0.00672019,0.000448013,0.00537615,0.00313609,0.0143364,0.000448013,,0.0143364,0.000448013,,,0.00134404,0.00940827,,,0.000448013,,0.00179205,0.000448013,0.0949787,0.000448013,0.000896025,,,,
H2029,0.940118,0.352099,0.811061,0.153992,0.077818,0.349085,5.34999,1.27989,0.134812,0.00493213,1.96984,0.29127,1.58102,0.867507,0.163034,0.280309,9.26692,0.0117823,1.99751,0.0101383,0.00137004,0.0306888,0.0038361,0.00191805,0.00685018,0.00274007,1.4969,0.000822021,1.84434,0.117275,0.0260307,0.00219206,0.106863,0.00657617,0.000822021,0.0221946,0.000548014,0.00219206,0.00137004,0.00876823,,,0.0104123,0.000548014,0.000548014,,0.000274007,0.00986426,,,,,0.000274007,0.000548014,0.120289,0.000548014,0.000274007,,,,
H2029,0.233138,0.28677,0.895085,0.157956,0.0232649,0.559092,27.6614,1.97384,0.146446,0.00391829,1.00137,0.48293,0.9879,1.53695,0.107263,0.229955,14.8956,0.14914,5.64553,0.00857127,0.0107753,0.0382034,0.0306117,0.000979573,0.00293872,0.00122447,0.7817,0.00391829,1.68438,0.0876718,0.0546112,0.000244893,0.406523,0.00146936,,0.025224,0.000244893,0.00416319,0.0073468,0.0222853,,,0.00710191,0.000979573,0.000244893,0.000244893,,0.00318361,0.000489787,,,,0.00220404,0.000979573,0.0590193,,,,,,
H2029,0.273625,0.877234,0.134092,0.774236,0.0124375,0.00310938,0.0357579,0.000777345,0.75247,0.000388673,1.80616,0.54764,1.99156,2.54542,0.019045,0.0516934,0.00155469,0.00194336,0.00116602,0.0151582,,0.0101055,,0.00233204,0.200166,0.00272071,,0.000388673,0.425596,35.1403,0.00155469,0.000388673,0.00699611,0.00583009,0.00116602,0.000777345,0.00349805,0.00505274,0.403831,0.00155469,,0.00816212,0.019045,0.000388673,,0.000777345,,0.00310938,0.00155469,0.00116602,0.000388673,0.000388673,,0.00466407,0.148862,,0.000388673,,,0.115436,
H2029,2.37854,5.46935,1.23998,1.6977,0.132517,0.012846,0.799494,0.0480035,1.83867,0.00912742,7.43986,2.68786,8.10278,1.63955,0.0185929,0.677457,0.00101416,0.00101416,0.0351575,0.0216354,,0.0466513,0.000676105,0.00676105,0.013184,0.00574689,,0.0125079,0.494909,5.7638,,0.00338053,0.00540884,0.00540884,0.00202832,,0.00135221,0.0158885,0.00473274,0.0311008,0.000676105,0.00270442,0.00878937,0.00202832,,0.000676105,0.000338053,0.00777521,0.0125079,0.00169026,0.000676105,0.00540884,,0.0125079,0.0338053,,,,,0.482063,
H2029,1.19492,7.7963,1.1252,2.16906,0.3318,0.0462344,2.00365,0.0588437,2.09068,0.00321415,5.99539,1.63403,5.0074,0.85447,0.323888,0.115462,,,0.0771397,0.0108787,,0.0279384,0.147357,0.00494485,0.0538989,0.00197794,,0.0158235,0.265786,9.09952,0.00148346,0.00222518,0.00222518,0.385204,0.00197794,0.000247243,0.0017307,0.026455,0.0902436,0.0210156,0.00123621,0.00568658,0.0121149,0.00148346,0.000494485,0.000494485,,0.00247243,0.0034614,0.000247243,,0.000988971,0.000741728,0.206942,0.0561241,,0.000247243,,,0.594124,
H2029,1.50429,2.45423,0.819328,1.81656,0.0731878,0.0288998,0.345671,0.032653,2.42495,0.000750644,3.27769,1.59362,5.09274,1.04677,0.13962,0.276237,0.00112597,,0.0450386,0.00562983,0.000375322,0.00975837,0.000375322,0.00450386,0.0146376,0.00600515,,0.000375322,0.561857,0.50706,,0.000375322,0.0457893,0.556602,0.00150129,0.00112597,0.00150129,0.0146376,0.217687,0.0562983,0.00750644,0.0146376,0.00638047,0.00750644,,,0.00150129,0.032653,0.00375322,0.000750644,,0.00262725,0.00112597,0.171897,0.0157635,,,,,0.395589,
H2029,0.150264,1.58572,0.444278,2.27677,0.0509026,0.334736,19.0298,1.45581,0.690647,0.00162888,2.86887,0.462603,1.41916,4.88054,0.0175105,0.182842,,0.000407221,0.972851,0.00285055,0.00285055,0.0122166,0.000814442,0.00447943,0.0309488,0.00407221,,,0.827473,3.2032,0.00122166,0.000407221,0.0101805,0.251255,0.000814442,0.000407221,0.00122166,0.00366499,0.0142527,0.106285,0.0122166,0.0175105,0.00651553,0.00122166,,,0.00122166,0.00936608,0.000814442,,0.000814442,0.00325777,,0.0431654,0.0142527,0.000407221,,,,0.375865,
H2029,1.55651,0.742173,0.460523,0.802963,0.0362995,0.793779,23.1101,0.864192,0.492449,0.00131203,1.99516,0.13995,0.566798,1.60724,0.012683,0.194618,,0.00262406,1.72882,0.0170564,0.00656016,0.00437344,0.000437344,0.000874688,0.00131203,0.015307,0.000437344,0.000437344,33.2285,0.470582,0.00437344,,0.0341128,0.000874688,0.000437344,0.00262406,0.00262406,0.000437344,0.0441717,0.283399,0.143449,0.155694,0.00174938,0.00524813,,,0.000437344,0.0244913,0.000874688,,0.000437344,0.040673,0.00131203,0.0069975,0.00349875,0.000874688,,,,0.113709,
H2029,0.724668,1.27163,0.736207,1.76828,0.0156934,0.253864,45.5525,0.606044,0.201707,0.00138472,2.41864,0.0526192,0.0489266,3.95336,0.00830829,0.0567733,0.00461572,0.00138472,0.144934,0.00184629,0.00276943,0.00138472,,0.000461572,0.00646201,0.00276943,,,9.99072,2.87929,0.00138472,0.000461572,0.00230786,0.0263096,,0.000461572,,0.000461572,0.00230786,0.134779,0.0512345,0.136164,0.00138472,0.00138472,,,0.00553886,0.0253865,,,,0.0180013,0.00138472,0.00784672,0.0133856,0.000461572,,,,0.0124624,
H2029,1.20844,2.20938,1.05058,1.21844,0.502885,0.264368,11.5584,1.04472,0.569063,0.00965098,2.85255,0.421541,5.67374,4.52665,0.0124084,0.215768,0.000689356,0.00172339,0.869967,0.000689356,0.00206807,0.0110297,0.00172339,0.0031021,0.0413613,0.0627314,,0.00241274,6.81876,12.2081,0.00172339,0.00137871,0.00758291,0.0031021,0.000344678,0.0062042,,0.00379146,0.0355018,0.132701,0.0275742,0.0582506,0.00482549,0.00517017,0.000689356,,,0.0127531,0.00103403,,,0.0124084,,0.0120637,0.0582506,,0.000689356,,,0.418439,
H2029,0.0398715,0.289825,0.420713,0.304948,0.0937668,1.12108,23.7945,2.28698,0.0901922,0.00219981,0.301924,0.507056,4.31547,0.57745,0.120715,0.321722,9.05496,0.128414,4.46479,0.00824928,0.0197983,0.0503206,0.103941,0.0010999,0.00824928,0.0175985,0.545828,0.00467459,0.0879923,0.125939,0.092392,0.00164986,0.11989,0.00192483,0.000549952,0.0866175,0.00137488,0.00357469,0.00247478,0.0057745,,,0.0206232,,,0.000274976,0.000274976,0.00137488,0.000549952,,0.000274976,0.000274976,0.00137488,0.000274976,0.11384,,0.000549952,,,,0.000274976
H2029,1.62071,3.29034,0.474058,3.1219,0.0500684,0.00694591,0.0651179,0.00289413,1.23029,0.00115765,3.00006,0.368423,1.53331,0.634393,0.0344401,0.137471,0.000868239,0.0023153,0.00318354,0.00347296,,0.0202589,,0.00752474,0.0109977,0.000578826,,0.000289413,0.273785,2.12892,0.000868239,0.00144706,0.0147601,6.26637,0.00115765,0.000289413,0.0101295,0.0141812,0.313145,0.00955063,0.000868239,0.0225742,0.00984004,0.00347296,,0.000289413,0.000578826,0.0199695,0.00549885,0.00260472,0.000289413,0.0138918,0.000578826,0.303015,0.00434119,,0.000289413,,,0.30099,
H2029,3.05346,3.4298,1.29794,3.74229,0.0397109,1.64159,36.297,1.5863,0.194278,0.00183281,0.387334,0.257204,0.347318,2.41503,0.0528461,0.0504023,0.000305469,0.0219937,0.499441,0.000916405,0.00641484,0.00274922,,0.00183281,0.0748398,0.00152734,,,1.22493,2.49232,0.000916405,0.000305469,0.0644539,0.318604,0.000610937,0.000916405,0.00397109,0.0048875,0.0943898,2.40801,0.00885859,0.143265,0.0048875,0.00427656,,,0.000610937,0.00824765,0.00366562,0.00213828,,0.00458203,,0.278587,0.0418492,,,,,0.0449039,
H2029,0.348852,0.425587,1.31808,0.267394,0.0548954,0.382497,27.2022,0.931452,0.0962146,0.000590273,2.28908,0.257359,6.02905,2.0146,0.10684,0.621558,10.0831,0.0182985,2.99269,0.0265623,0.00118055,0.0118055,0.00649301,0.00236109,0.00118055,0.00177082,0.488746,0.000590273,1.27912,0.0501732,0.0177082,,0.0424997,0.000590273,,0.00413191,,0.000590273,0.00413191,0.00708328,,,0.00590273,0.00177082,,,,0.0177082,,,0.00177082,0.000590273,0.00295137,,0.0720134,0.000590273,,,,,
H2029,0.125298,1.65689,0.387567,0.313633,0.0762682,0.00933896,0.35955,0.0731552,1.54715,0.000778246,1.87246,0.0894983,0.593024,0.00856071,0.590689,0.0762682,0.00155649,,,0.00155649,0.000778246,0.0591467,,0.00778246,0.0124519,0.0202344,,,0.00466948,0.00155649,0.00233474,,0.00311299,0.0194562,0.00700422,0.00389123,,0.00311299,0.000778246,,0.000778246,0.000778246,0.0669292,0.00311299,0.000778246,0.000778246,,0.000778246,,,0.00155649,,0.00155649,0.00155649,0.000778246,,0.000778246,,,0.00155649,
H2029,1.41119,7.57387,1.11597,0.139974,0.589163,0.00763495,0.192146,0.0203599,2.5488,0.00127249,1.37429,0.00508997,1.09053,0.00127249,1.26358,0.131067,0.00254498,,0.00127249,0.00254498,,0.603161,,0.0419922,0.0101799,0.00890744,,0.0114524,0.00763495,0.0101799,,0.072532,0.00127249,0.0178149,0.00890744,0.0203599,0.00381747,0.0152699,0.00381747,,,,0.0788945,0.00127249,0.00381747,,,,,0.00254498,0.0267223,,,0.00254498,0.0127249,,,,,,
H2029,0.0575798,2.11606,0.425551,0.246514,0.097166,0.0188934,6.05488,0.394962,2.65767,,2.55331,0.128655,0.312191,0.00269906,1.1426,0.537112,0.000899685,,,0.00179937,,0.0962663,0.0242915,0.0377868,0.031489,0.00809717,,,0.0062978,0.0251912,0.000899685,0.0188934,0.0503824,0.150247,0.0116959,0.0224921,,0.0125956,0.00179937,0.000899685,,,0.0278902,0.00269906,,0.000899685,,,,0.00719748,0.00449843,0.0134953,0.00179937,0.0296896,0.00179937,,,,,0.00269906,
H2029,0.193793,2.80585,0.539852,0.837463,0.157803,0.0609064,35.9721,3.22665,0.906675,0.00276847,3.18097,0.0276847,0.106586,0.149498,0.358517,0.188256,0.00276847,0.00138424,0.00138424,0.00553695,,0.0512167,0.00692118,,0.0207635,0.047064,0.00138424,,0.0249163,0.373744,,0.0207635,0.819468,0.00830542,0.00138424,0.120429,0.00276847,0.00968965,,0.00138424,,,0.0166108,0.00138424,0.00138424,,,0.0166108,0.00138424,0.00138424,,,0.00138424,0.00138424,0.00138424,,,,,,
H2029,3.11434,2.76879,1.82238,0.616265,0.455596,0.0110047,7.47001,0.754925,2.24276,0.0110047,8.16331,0.0902388,3.05932,0.0286123,0.523825,0.198085,,,,0.00660284,,0.228898,,0.0154066,0.0374161,0.0726312,,0.0198085,0.0286123,0.147463,,0.0110047,0.0462199,,0.0176076,0.110047,,0.00880379,0.0154066,0.00220095,,,0.0198085,,,,,0.00440189,,,,,,0.00880379,0.0110047,,,,,,
H2029,0.242367,0.733512,0.437286,0.289814,0.0692476,0.242367,12.9416,1.82352,1.01948,,3.58421,0.187225,1.75556,0.0205178,0.178249,0.0397533,,,0.00641182,0.00256473,,0.0602711,0.00128236,0.0243649,0.0205178,0.028212,,,0.0307767,0.0615535,0.00897655,0.00769418,0.150037,0.00256473,0.00128236,0.0153884,,0.00384709,,,,,0.00256473,0.00256473,,,0.00384709,0.00128236,,,,,,0.00128236,0.0102589,,,,,,
H2029,1.39373,3.13719,2.38572,0.660461,0.731967,0.00910084,8.21936,1.0479,2.02689,0.00130012,4.75974,0.666961,3.49342,0.145613,0.417338,0.0923085,,0.00130012,0.00260024,0.0065006,,0.183317,,0.0338031,0.0390036,0.0403037,,0.00260024,0.022102,0.101409,,0.00910084,0.413438,0.0182017,0.00520048,0.497946,0.00390036,0.00780072,,0.00390036,,,0.0182017,0.00130012,,0.00260024,,0.00130012,,0.00390036,,,,0.00130012,0.00390036,,,,,,
H2029,0.309183,1.4266,0.458587,0.481413,0.0622516,0.0871523,5.26753,0.609029,1.02611,,4.2383,0.214768,0.550927,0.0529139,0.416048,0.0466887,,,,0.00518764,,0.441987,0.00830022,0.0207505,0.0238631,0.00830022,0.00103753,,0.0228256,0.0560265,0.00311258,0.0166004,0.0830022,0.00311258,0.00207505,0.0103753,,0.0145254,0.00415011,0.00103753,,0.00103753,0.0124503,0.00207505,,,0.00311258,0.00415011,,0.00207505,,,0.00103753,0.00103753,0.00518764,,,,,0.00207505,
H2029,0.404177,6.09658,1.18992,0.531366,0.419723,0.0565283,13.759,2.32331,1.71846,0.00141321,4.10537,0.955329,0.518647,0.0777264,0.573762,0.132842,0.00141321,0.00282642,0.00141321,0.00141321,0.00141321,0.131428,0.0211981,0.0438094,0.0310906,0.00706604,,0.0127189,0.0113057,0.107404,,0.125776,0.40983,0.00565283,0.00989246,0.0113057,,0.0141321,0.0127189,,,,0.0240245,0.00141321,,,,0.00423962,,0.00141321,,,0.00141321,0.00423962,0.0127189,,,,,,
H2029,0.0506101,0.750717,0.224934,0.776022,0.0506101,0.0140584,15.945,1.41146,0.351459,0.00562335,20.469,0.00562335,0.0337401,0.224934,0.227746,0.0759152,0.00281167,0.00281167,,0.00562335,0.00281167,0.0224934,0.00281167,,0.0393634,0.0618568,,0.00281167,0.01687,1.50425,,0.0253051,0.13496,,0.00562335,,0.00562335,,0.00562335,,,,0.00562335,,,,,0.00281167,,,,,,,,,,,,,
H2029,0.375461,0.832035,2.17013,0.524677,0.0137737,0.979464,14.578,1.59163,0.0349444,0.000510138,1.1399,0.576711,2.79326,1.66228,0.396887,0.792244,5.46587,0.14692,3.90612,0.0114781,0.011223,0.0663179,0.00102028,0.000510138,0.00382603,0.0033159,0.431066,,1.35008,0.0716743,0.00204055,,0.312459,0.0081622,0.00561151,0.00178548,0.000255069,0.00612165,0.00510138,0.0196403,,,0.0191302,,,0.00306083,0.00663179,0.00688686,0.000510138,,0.0650426,,,0.000510138,0.111975,,,,,0.000255069,
H2029,0.704228,0.373032,2.17239,0.533837,0.0827991,0.0867212,5.41376,0.737784,0.585695,0.0087157,2.27,0.111125,8.27599,1.96626,0.224429,1.05373,5.45603,0.0100231,1.30561,0.0056652,,0.00784413,0.00174314,0.000435785,0.000435785,0.0745192,4.11686,,10.1852,0.0714687,0.00479363,,0.0980516,0.00087157,,0.437528,,,0.000435785,0.00610099,0.000435785,,0.00392206,0.00305049,,,0.00087157,0.0745192,,,0.000435785,,0.00087157,0.00087157,0.139015,0.000435785,,,,,
H2029,2.83769,5.61598,2.08529,1.25091,0.378359,0.159309,11.3438,0.660137,0.273481,0.00165947,15.3647,0.0949217,0.341187,1.75638,0.0341851,0.237968,0.000331894,,0.386657,0.00929303,0.00398273,0.0285429,0.00597409,0.00796546,0.0169266,0.0139395,,0.00796546,15.0255,2.35246,0.000331894,0.00763356,0.00232326,0.0112844,0.00597409,0.000331894,0.00132758,0.00398273,0.290739,0.0142714,0.0053103,0.0700296,0.00232326,0.00298705,0.00132758,,,0.00630599,0.000663788,,,,0.000331894,0.0693659,0.0318618,0.000331894,,,,0.144374,
H2029,0.130256,0.432635,0.318539,0.0249739,0.0254635,0.126828,1.14072,0.108955,0.0509271,0.00122421,0.854253,2.12547,5.75133,0.175796,0.113117,0.783004,18.3095,0.00269326,0.262226,0.0193425,0.000734525,0.0391747,0.00244842,0.00122421,0.000244842,0.000489684,9.98636,0.00538652,0.0543549,0.101609,0.00783494,0.00612104,0.00391747,0.000979367,0.000734525,0.00195873,0.000734525,0.0029381,0.00146905,0.00171389,,0.000244842,0.0168941,0.000244842,0.000244842,0.000734525,,0.000979367,0.000734525,,,,,0.00146905,0.0347675,,,,,,
H2029,0.0295168,1.69753,0.173798,0.0414886,0.00639874,2.78903,13.8374,0.32035,0.0142424,0.00206411,0.501373,1.70888,2.56425,0.288769,0.269779,0.745557,2.8976,0.00330258,0.877867,0.0338514,0.0262142,0.0623362,0.0243565,0.000619233,0.000206411,0.000412822,6.4231,0.000825645,0.0850414,0.0359155,0.000619233,0.0158937,0.0276591,0.00103206,0.00247693,,0.00536669,0.00454105,0.00165129,0.00474746,0.000206411,,0.0319937,,0.000825645,0.00247693,0.000619233,0.0165129,0.00123847,0.000206411,,0.000206411,0.0018577,0.000206411,0.0154808,,0.00103206,,,0.000206411,
H2029,0.546975,3.36125,0.409831,0.564353,0.0283379,1.09502,8.05252,0.375611,0.450466,0.000802017,0.704973,1.36878,4.34185,0.29434,0.309846,0.644287,16.8025,0.00855485,2.32344,0.00401008,0.00267339,0.124045,0.0195157,0.00240605,0.00160403,0.0216545,4.24454,0.000267339,1.33081,0.0748549,0.00160403,0.00320807,0.116025,0.00133669,0.00213871,0.00855485,0.00187137,0.00908952,0.000802017,0.0243278,,0.000267339,0.0278032,0.000267339,,0.000802017,0.00240605,0.0256645,0.000267339,,,,0.00347541,0.000267339,0.16976,,0.00106936,,,,
H2029,0.115243,0.511091,0.577577,0.113538,0.0276173,3.13542,24.782,1.81115,0.0586442,0.00102286,0.573827,1.26017,1.83877,0.558825,0.0651224,0.993201,11.0255,0.0985359,5.42357,0.0617128,0.0351183,0.0797834,0.0961493,0.00068191,0.00750101,0.00102286,1.60624,0.00306859,0.371982,0.120698,0.199459,0.0136382,0.16059,0.00272764,0.00238668,0.0388688,,0.00272764,0.0037505,0.015002,,,0.0173887,0.000340955,0.00136382,,,0.00988769,0.00068191,,,,0.00545528,0.000340955,0.0388688,,0.00068191,,,,0.000340955
H2029,0.0841405,0.548154,0.367015,0.0762453,0.0182718,0.687336,23.2923,0.636355,0.0509806,,0.4295,1.44866,5.80953,0.211366,0.0241368,0.752753,29.7206,0.0227834,1.61536,0.0081208,0.0040604,0.0909079,0.0778243,0.000451156,0.00135347,,4.14454,0.0060906,0.311297,0.0248136,0.10151,0.00180462,0.178432,0.000676733,,0.00135347,0.00112789,0.00315809,0.00924869,0.0216555,,,0.00676733,0.000225578,0.000225578,0.000451156,,0.00293251,0.000451156,,,,0.00992542,0.000225578,0.0130835,,,,,,0.000225578
H2029,0.237397,0.370597,0.0988259,0.415713,0.00751936,1.72623,68.8741,0.650962,0.0612291,0.00107419,0.00859356,0.0805646,0.00214839,1.40719,0.162203,0.00966775,1.82613,0.00107419,0.717562,0.104197,0.183687,0.229878,,,0.0236323,0.826056,,,0.038671,0.301849,0.00214839,,3.36545,0.0461904,0.0204097,0.00322258,0.00107419,0.00859356,,,,,0.0225581,,0.00107419,0.00107419,,,,0.00214839,0.00429678,,0.00214839,,0.00107419,,0.00751936,,,,
