condition,taxa841,taxa572511,taxa1730,taxa216851,taxa189330,taxa375288,taxa816,taxa239759,taxa33042,taxa292632,taxa1263,taxa102106,taxa1678,taxa459786,taxa1301,taxa1485,taxa239934,taxa35832,taxa397864,taxa39948,taxa283168,taxa84111,taxa561,taxa207244,taxa61170,taxa29465,taxa2172,taxa447020,taxa838,taxa244127,taxa836,taxa100883,taxa577310,taxa1357,taxa1378,taxa724,taxa117563,taxa644652,taxa1578,taxa872,taxa40544,taxa577309,taxa1654,taxa904,taxa123375,taxa32207,taxa1017280,taxa830,taxa133925,taxa848,taxa286,taxa570,taxa906,taxa1350,taxa52225,taxa33024,taxa1380,taxa1348911,taxa946234,taxa84108,taxa846
crc,0.59321,2.90757,4.46151,15.7136,0.19661,0.25545,15.3005,,0.5301,3.51741,6.14757,3.19213,5.94191,0.68717,0.87838,,,0.11689,0.1615,16.6186,,,,,,,,,13.5977,,1.53904,,,,,,,,0.18228,,,,,,,,,,0.85382,,,,,,,,,,,,
crc,0.46471,2.55467,4.21026,15.8409,0.93441,0.33151,15.5891,,0.31012,6.63841,6.33847,2.20098,5.79346,0.94543,1.03345,,,,0.22973,16.4173,,,,,,,,,13.5874,,2.01818,,,,,,,,0.20121,,,,,,,,,,0.59196,,,,,,,,,,,,
crc,2.4093,1.29979,14.341,11.5651,3.08435,0.98686,6.19645,4.68714,0.92409,4.71747,10.2516,0.98983,1.42852,0.07073,0.51898,,1.08443,,,,,,0.70916,,,,0.24775,,,,,0.03132,,,,,,,,,,,,,,,,31.5726,,,,,,,,,,,,,
crc,2.11792,1.72451,13.6283,11.379,2.70593,0.81361,6.52612,4.58528,1.14882,6.50254,9.81242,0.90246,1.25179,0.16318,0.49374,,1.10388,,,,,,0.88987,,,,0.08877,,,,,,,,,,,,,,,,,,,,,30.9963,,,,,,,0.23067,0.09352,,,,,
crc,2.31893,3.11517,13.8543,11.7874,3.26371,0.57322,6.52001,4.41621,0.91238,4.91868,9.771,0.63681,1.32487,0.1076,0.3703,,1.26064,,,,,,0.88729,,,,0.37804,,,,,,,,,,,,,,,,,,,,,31.4941,,,,,,,,0.07258,,,,,
crc,2.3134,2.81414,14.0726,12.2786,3.12425,0.52178,6.35176,4.70963,1.02661,6.18875,9.29385,1.07436,1.09842,0.11761,0.38367,,1.03867,,,,,,0.89312,,,,0.18852,,,,,,,,,,,,,,,,,,,,,30.3746,,,,,,,,,,,,,
crc,0.08972,,0.96209,0.70009,1.6371,4.62896,27.8918,11.7783,,13.0215,13.6224,1.37589,4.53011,3.13048,,,4.71025,1.68316,6.94924,,,0.07342,,,,,,,,,,,0.2076,,,,,,,1.55138,,,,,,,,,,,,,,,,,,0.03088,,,
crc,0.09453,1.41079,0.9159,0.68098,1.68171,4.07378,28.2328,11.1048,,11.3092,13.9712,1.74811,4.28509,2.796,,,5.36531,2.17176,7.57649,,,,0.28771,,,,,,,,,,0.1734,,,,,,,0.36619,,,,,,,,,,,,,,,,,,,,,
crc,0.12104,,0.73487,0.82697,0.684,4.84729,27.0496,11.5448,,14.1882,14.7214,1.72583,4.3536,3.00278,,,5.11114,2.05486,6.72286,,,,0.60546,,,,,,,,,,0.11354,,,,,,,0.2496,,,,,,,,,,,,,,,,,,0.04936,,,
crc,0.10007,,0.77684,0.73009,0.68404,4.31018,26.4627,11.1197,,16.7267,14.1192,1.92556,5.02683,3.04502,,,4.79301,1.37807,6.99715,,,,,,,,,,,,,,0.12793,,,,,,,0.52986,,,,,,,,,,,,,,,,,,,,,
crc,0.79981,5.07215,22.1558,0.85219,4.77463,0.22064,9.47313,13.3792,0.30783,6.07547,6.12092,1.98084,,0.57395,,,22.0207,0.71118,1.76105,,,0.36979,,0.29547,,,0.5993,0.63361,,,,,0.05502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.78538,4.92565,21.7533,1.19466,4.48256,0.09818,9.05924,12.8045,0.49807,5.23541,6.85146,1.68174,,0.79381,,,23.7608,0.62045,1.93162,,,0.27697,,,,,0.7369,0.69039,,,,,0.21535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.58967,3.51369,21.881,0.99489,4.60853,0.33376,9.1424,12.7212,0.30091,7.16815,6.45974,1.46612,,0.78704,,,22.5243,0.81063,1.85622,,,0.31444,,0.03788,,,1.00547,0.56883,,1.39886,,,0.1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.53713,6.55522,22.3531,1.23895,4.38665,0.12247,8.95701,12.6176,0.34428,6.63042,6.48457,1.36832,,0.67319,,,22.1177,0.94305,1.58044,,,0.20561,,0.02018,,,1.10454,0.65933,,,,,0.09407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,14.3396,0.69604,26.9298,6.62532,0.81837,2.71495,28.1153,5.50059,,0.92153,,,1.29378,0.40413,,0.23979,1.76446,0.55238,,8.16631,,0.54824,,,,,,,,,,,0.10452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,13.8649,2.25087,27.6596,6.49385,0.57673,3.00065,26.4904,5.30885,,1.1503,,,1.3735,0.49446,,0.24029,1.73057,0.51178,,8.07125,,0.49364,,,,,,,,,,,0.14225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,14.6298,1.3287,27.8281,6.0934,0.85475,2.77764,26.5719,5.2565,,0.97238,,,1.35368,0.54192,,0.39212,1.70255,0.56063,,8.30862,,0.40724,,,,,,,,,,,0.04601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,13.7188,0.93557,27.0773,6.37664,0.7755,2.95897,27.9667,5.93274,,0.8057,,,1.40697,0.44652,,0.17269,1.73872,0.54177,,8.42805,,0.50886,,,,,,,,,,,0.20849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,4.64059,1.27664,1.03587,17.5237,0.32444,2.40434,18.752,11.947,13.9149,1.93877,2.65769,,11.1298,,,,4.06695,0.0591,2.43948,3.61088,,,,,,,,,,,,,,,,,,,,,2.27802,,,,,,,,,,,,,,,,,,,,
crc,4.27829,0.3109,1.14514,17.685,0.13709,1.42987,19.3804,11.7914,15.0498,1.78167,2.92679,,10.9559,,,,3.98517,0.07403,2.50323,3.81871,,,0.1813,,,,,,,0.34637,,,,,,,,,,,2.2189,,,,,,,,,,,,,,,,,,,,
crc,4.30853,0.21429,0.93596,18.0687,0.28825,1.77147,18.5063,12.1325,15.0177,1.56252,2.59205,,11.4585,,,,4.31834,0.13808,2.83424,3.4386,,,,,,,,,,,,,,,,,,,,,2.41394,,,,,,,,,,,,,,,,,,,,
crc,4.6363,0.71487,1.01087,16.9126,0.56235,2.02237,19.0698,11.7169,14.9449,1.40966,2.84105,,11.0583,,,,4.3426,0.02638,2.82804,3.51277,,,,,,,,,,,,,,,,,,,,,2.39013,,,,,,,,,,,,,,,,,,,,
crc,2.51021,1.40027,12.7167,39.6791,1.34273,0.62355,2.48827,0.64186,0.75348,4.15437,,0.52067,,,,,,1.11991,0.02208,22.6665,,,0.48205,,,,,,7.68308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,2.57632,2.31557,12.9031,39.8272,1.78473,0.43614,2.05276,0.76186,0.54058,5.6952,,0.15311,,,,,,1.11842,0.18544,21.7408,,,0.39653,,,,,,7.51226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,2.4506,0.16609,13.139,38.8146,2.30359,0.62372,1.84093,1.25305,1.12825,5.18464,,0.51075,,,,,,0.5684,0.08747,22.9857,,,0.8069,,,,,,8.1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,2.24478,2.17009,12.2099,38.8269,2.7951,0.45823,1.95396,0.80555,1.07165,4.63102,,0.18293,,,,,,1.04422,0.21813,23.3976,,,0.81684,,,,,,7.17309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,1.73154,1.36185,1.15188,15.8494,1.90963,1.82216,25.3628,6.95277,3.25471,10.6603,5.74589,1.62594,11.1626,0.3397,0.41354,,2.86188,1.20396,,,,,,,,,,,,,,,,,,,,,,,,2.23428,,,,,,,,,,,,,,3.12839,,,,,
crc,1.33394,1.85852,1.43009,16.0646,1.9247,2.1159,24.4894,7.1492,2.79844,10.6371,5.61442,1.89932,11.2577,0.45243,0.36519,,2.62808,0.9217,,,,,,,,,,,,,,,,,,,,,,,,2.10772,,,,,,,,,,,,,,3.49263,,,,,
crc,1.65834,2.35542,1.28681,15.2931,1.71808,1.86041,24.4856,6.70831,2.80905,11.0733,5.3593,1.80948,10.7409,0.44859,0.34195,0.0114,2.74378,1.12455,,,,,0.66585,,,,,,,0.51414,,,,,,,,,,,,1.87356,,,,,,,,,,,,,,3.1165,,,,,
crc,1.1311,0.84781,1.35807,16.7396,4.44766,1.44647,25.4746,7.56669,3.01638,8.58677,5.43732,1.81836,11.1246,0.62621,0.23755,0.0358,2.52368,1.03912,,,,,,,,,,,,,,,,,,,,,,,,1.9393,,,,,,,,,,,,,,3.34895,,,,,
crc,21.7324,11.1472,0.05746,,2.70702,7.07813,33.0729,,0.30367,1.57699,,,,3.62332,,2.29519,,1.08102,,3.30302,,0.07901,,,,7.28313,,,,,,1.47743,,,,,,,,,,,,,,,,,,,,,,,,,,1.22128,0.1536,,
crc,21.4317,10.3767,,,2.20896,7.57364,33.3362,,0.2858,1.72238,,,,3.70165,,1.79351,,1.05312,,3.22786,,0.10186,,,,8.08619,,,,,,1.66322,,,,,,,,,,,,,,,,,,,,,,,,,,1.43179,0.34638,,
crc,22.1489,7.71519,,,2.39605,7.24389,32.5841,,0.43219,1.81529,,,,4.55761,,2.38281,,1.34622,,2.95931,,0.02995,,,,7.62692,,,,,,1.50173,,,,,,,,,,,,,,,,,,,,,,,,,,1.55402,0.27169,,
crc,22.2552,9.38811,,,1.75254,7.70242,33.283,,0.2671,0.80753,,,,4.27305,,2.40605,,1.16348,,3.10709,,,,,,8.03608,,,,,,1.51101,,,,,,,,,,,,,,,,,,,,,,,,,,1.79212,0.19477,,
crc,0.45439,3.58378,5.61446,3.74544,0.88548,3.13427,13.2089,4.19308,1.58549,39.2896,1.75802,2.80634,2.90607,0.6086,,,9.58222,0.88993,0.96485,,,,0.3465,,,,0.79957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83058,,,,,
crc,1.44684,8.93494,4.80505,4.0103,0.35708,2.78187,13.2333,4.12227,1.23282,34.7829,1.18876,2.83513,2.52731,0.47485,,,9.49585,1.37071,1.1648,,,,0.69717,,,,1.05047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3895,,,,,
crc,0.33299,8.76977,5.27872,4.11433,0.36377,2.56311,14.5243,4.41487,1.49332,33.0343,1.3161,3.13711,3.23954,0.45667,,,10.7613,1.00907,1.42821,,,,,,,,0.39174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70523,,,,,
crc,1.45977,1.55686,5.7833,4.26737,1.78856,2.93527,13.3138,4.29997,1.23325,35.1343,1.27918,3.11053,2.84571,0.65457,,,10.4947,1.06796,0.95404,,,,0.74965,,,,0.49058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55001,,,,,
crc,,1.83443,4.85049,4.79892,0.09131,1.84286,8.01514,6.12506,0.02341,56.8413,1.65322,0.83854,4.29824,,,,,0.02622,3.06524,0.87088,,,,,,,0.38106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.04246,1.68869,4.56359,4.52411,0.17561,2.26018,7.52504,5.23384,0.1072,58.8335,1.16426,0.77796,3.54953,,,,,0.20575,3.22778,0.90559,,,,,,,0.43484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.09614,2.91924,4.61167,5.56741,0.02447,1.41971,7.33752,5.12605,,60.0032,1.55704,0.94731,3.88715,,,,,0.10907,2.84213,0.85119,,,,,,,0.53932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.20393,4.81679,3.67621,5.23646,0.12058,1.5656,8.7695,5.34163,0.09725,57.0275,1.65508,1.01102,4.09747,,,,,0.214,2.69399,1.04899,,,,,,,0.72059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,1.88334,0.0733,5.18626,13.7484,2.11359,3.19819,14.3869,1.52594,0.78002,16.0185,4.46671,4.90449,16.6067,0.49566,,,,0.18878,0.47088,,,,,,,,,,0.47515,,0.4166,,,,,,,,,,0.22712,1.13084,,2.90111,,,,,,,,,,,4.86168,,,,,,
crc,1.69766,0.53563,5.51974,12.7968,1.54072,2.89334,14.1344,1.47235,0.98182,15.6722,4.60575,5.09679,17.1987,0.37972,,,,0.21121,0.34952,,,,,,,,,,0.51585,,0.5341,,,,,,,,,,0.284,1.05611,,2.69759,,,,,,,,,,,4.84408,,,,,,
crc,1.58783,,5.37237,13.765,1.68821,3.59468,13.9845,1.72932,1.12936,14.585,4.92964,4.92145,17.8567,0.34302,,,,0.30882,0.40833,,,,,,,,,,0.56332,,0.5012,,,,,,,,,,0.36364,1.16265,,2.67777,,,,,,,,,,,4.91499,,,,,,
crc,1.95542,0.5233,5.20006,14.3067,1.81325,3.41753,13.6552,1.6109,1.25769,11.758,4.98993,4.68296,18.8677,0.47554,,,,0.35884,0.41728,,,,,,,,,,0.39999,,0.35774,,,,,,,,,,0.26477,1.15623,,3.24017,,,,,,,,,,,5.04951,,,,,,
crc,1.23686,2.93814,7.19343,15.0174,1.30685,1.07287,10.4094,5.09976,13.5549,21.7469,6.86241,1.19366,7.75468,0.63001,,,,0.01155,1.41679,2.11478,,,0.16824,,,0.03913,,,,,,,0.1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,1.66982,1.33202,6.96301,15.9568,1.49014,0.92346,8.23593,5.39593,14.2987,21.6173,7.14407,1.34631,8.53691,0.67202,,,,0.13211,1.49591,2.07695,,,0.18215,,,,,,,,,,0.21487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,1.82535,2.43461,6.63908,15.7352,1.63825,0.78439,9.05735,5.43562,13.8087,21.6645,7.79949,1.08475,7.5762,0.71695,,,,0.05101,1.50123,1.92541,,,0.18855,,,0.02241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,1.44818,1.55042,7.20496,16.8153,2.06404,1.00014,10.4142,5.50646,13.0976,19.2008,7.74459,1.25894,8.05344,0.51563,,,,0.06106,1.40068,2.27572,,,0.18143,,,,,,,,,,0.07782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.85122,,8.65349,9.52485,1.75359,0.54856,3.56343,0.98509,0.21403,1.61011,3.08925,2.84783,3.69651,0.52744,,,,,0.09155,,,,0.1775,,,,,,45.1948,,,,,,,,,,,,,,,5.17357,,,,,,,,,2.92117,,,4.1287,,,,,
crc,0.67266,0.44205,8.13461,9.77325,1.49215,0.49457,3.2981,0.89361,0.1206,1.22662,2.74067,2.67169,3.47322,0.26985,,,,,0.16501,,,,,,,,,,44.8418,,,,,,,,,,,,,,,5.2907,,,,,,,,,5.11244,,,4.10323,,,,,
crc,0.55297,1.01736,8.47993,10.2106,1.90239,0.6793,3.24024,0.99542,0.10106,0.903,2.91772,3.43635,3.62378,0.36257,,,,,0.15423,,,,0.19909,,,,,,45.827,,,,,,,,,,,,,,,5.55851,,,,,,,,,2.25818,,,4.45314,,,,,
crc,0.57131,,8.66638,10.7152,1.64111,0.54366,3.56548,1.02211,0.12359,1.54825,3.01674,3.50643,3.88847,0.5116,,,,,0.15623,,,,,,,,,,46.9916,,,,,,,,,,,,,,,5.1981,,,,,,,,,0.54174,,,4.43594,,,,,
crc,5.82546,0.69038,0.29353,11.2717,0.13258,4.95895,32.2651,13.0737,0.28027,7.02423,0.49692,0.04262,5.20662,0.42355,,0.13978,0.64281,0.26406,3.40085,4.88295,,,2.53423,,,,,,3.93782,,1.54941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,5.63733,1.45341,0.3077,12.2606,0.40039,4.73376,33.3853,12.6136,0.49248,6.04948,0.6397,,5.40126,0.19562,,0.14475,0.63148,0.35966,3.18993,4.06668,1.19668,,1.77838,,,,,,3.20921,,1.57511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,6.48279,,0.65142,11.1644,0.30269,4.90402,30.2272,14.2021,0.53039,4.40602,0.85231,0.19997,6.25751,0.17901,,0.08077,0.58872,0.30576,3.37985,4.62103,,,3.12247,,,,,,4.48594,,1.60819,,,,,,,,,,,,,,0.03968,,,,,0.18388,,,,,,,,,,,
crc,6.08513,1.16041,0.70728,11.5764,1.03811,4.75545,27.8536,13.5065,0.51728,7.15548,0.58609,0.12562,6.51797,0.26212,,0.11634,0.65782,0.14405,3.28377,4.67731,,,2.6031,,,,,,4.18115,,1.59817,,,,,,,,,,,,,,0.11787,,,,,0.08298,,,,,,,0.02643,,,,
crc,9.33359,1.81931,28.814,11.9664,1.61083,3.16071,6.51916,5.01059,1.16439,3.58176,,,14.349,0.99146,,,,,,8.68803,,0.35674,,,,,,0.02847,,,0.54545,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61372,,,
crc,9.13631,1.43378,29.0198,13.4864,0.61188,2.19098,6.79731,5.43186,1.11098,3.86837,,,15.3898,0.86187,,,,,,8.7574,,0.22406,0.24368,,,,,,,,0.52756,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57799,,,
crc,8.7433,0.85497,28.7687,12.5994,1.56525,3.44634,6.47615,5.32651,1.50486,3.02448,,,16.1892,0.73728,,,,,,7.87883,,0.41303,,,,,,,,,0.73127,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60755,,,
crc,8.48661,1.45205,27.0462,12.4623,0.74109,4.07712,6.36187,5.00231,1.5274,6.03585,,,15.0954,1.00538,,,,,,8.25679,,0.39972,0.24952,,,,,,,,0.69578,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58327,,,
crc,1.5913,12.4919,,15.2551,0.7192,4.38814,31.8509,12.2987,0.15287,11.6386,2.26698,,,2.51832,0.10336,,,,,,1.22026,,0.82481,,,,,,,0.5151,,,,,,,,,,,,1.85631,,,,,,,,,,,,,,,,,,,
crc,1.23684,10.6129,,15.353,0.55961,4.99991,33.6646,12.1676,0.03827,13.0582,2.66397,,,2.72722,,,,,,,,,0.60612,,,,,,,,,,,,,,,,,,,2.1348,,,,,,,,,,,,,,,,,,,
crc,1.02836,13.712,,13.617,0.8386,4.69902,32.1432,12.2282,0.08951,12.3741,2.41481,,,2.55752,,,,,,,,,1.72309,,,,0.1608,,,,,,,,,,,,,,,2.10789,,,,,,,,,,,,,,,,,,,
crc,0.67164,7.79884,,15.0205,0.59023,5.30033,35.323,13.2671,,13.3629,2.61429,,,2.46435,0.02951,,,,,,,,0.93039,,,,,,,,,,,,,,,,,,,2.06992,,,,,,,,,,,,,,,,,,,
crc,6.83019,1.80449,11.3381,11.7696,0.45502,4.20336,30.5538,2.00413,1.47661,5.18322,6.83425,0.07209,3.99077,1.60111,0.45443,0.46526,0.56098,0.39027,0.19596,,,,3.53897,,,,,0.11788,,,,,,,,,,,,0.08685,3.4283,1.38004,,,,,,,,,,0.67837,,,,,,,,,
crc,5.93838,2.86802,10.4565,11.2258,0.17551,5.94763,28.526,2.09243,1.59589,7.22131,5.91583,0.1493,3.94435,1.39806,0.41692,0.32279,0.31309,0.25275,0.20915,,,,5.42778,,,,,,,,,,,,,,,,,,3.21721,1.34577,,,,,,,,,,0.26435,,,,,,,,,
crc,6.29898,2.23153,11.9116,11.9347,0.45618,5.42909,30.838,1.87485,1.44487,5.38835,6.34861,0.03712,4.10257,1.57077,0.49239,0.1402,0.40337,0.3916,0.14682,,,,2.85124,,,,,0.13558,,,,,,,,,,,,,3.11029,1.31623,,,,,,,,,,0.30171,,,,,,,,,
crc,6.52415,1.38069,11.7463,12.8557,0.09575,4.23497,30.7099,2.06976,1.22357,4.86394,6.24893,0.27078,4.10466,1.6449,0.46037,0.17105,0.45685,0.18016,0.31509,,0.66718,,4.2071,,,,,0.04753,,,,,,,,,,,,,3.5787,1.2575,,,,,,,,,,,,,,,,,,,
crc,0.82198,2.15355,8.66589,1.42132,0.81888,5.73125,41.0968,5.05725,,8.58164,6.0092,1.31634,,4.66569,,1.88508,,0.65017,,,0.96796,,0.48308,,,,,,,,0.60242,,,,,,,,,,3.62942,,,,,,,,,,,,,,,,,0.32,0.17773,,
crc,0.7454,3.78492,8.60206,1.31173,0.7677,5.50249,34.103,4.90583,,8.50457,5.54645,1.17262,,4.57346,,14.6668,,0.42463,,,,,,,,,,,,,0.48597,,,,,,,,,,3.21009,,,,,,,,,,,,,,,,,0.2435,0.17237,,
crc,1.03482,3.66483,7.8685,0.89487,0.78126,4.9385,36.2379,4.63101,,7.07051,6.09977,1.38574,,4.85443,,12.9854,,0.49245,,,,,0.45626,,,,,,,,0.33345,,,,,,,,,,3.56135,,,,,,,,,,,,,,,,,0.33751,0.14661,,
crc,0.85366,3.88121,8.11071,1.00571,0.83441,5.42738,37.6425,4.70744,,4.60632,5.68062,1.22052,,4.47347,,14.312,,0.70405,,,0.69586,,0.13995,,,,,,,,0.40737,,,,,,,,,,3.33815,,,,,,,,,,,,,,,,,0.33201,0.1013,,
crc,0.34826,1.30568,7.67388,7.549,1.16008,0.22872,14.4722,15.2723,0.8005,5.69767,9.14321,,0.38258,0.35176,,,21.3494,0.84891,1.29286,3.53148,,,4.35489,,,,0.0805,,,,3.63404,,,,,,,,,,0.09863,0.40821,,,,,,,,,,,,,,,,,,,
crc,0.34975,1.34413,7.26869,7.4379,1.17499,0.05746,14.0849,14.3559,0.7955,6.4709,8.98858,,0.31006,0.35114,,,20.9332,0.95348,1.37907,3.32946,,,5.76503,,,,0.4784,,,,3.58774,,,,,,,,,,0.00913,0.32105,,,,,,,,,,,,,,,,,,,
crc,0.33601,0.47067,7.576,7.63376,1.08201,0.78318,14.2322,15.0181,0.98268,5.34131,8.70236,,0.40194,0.24635,,,21.7203,0.79114,1.40853,3.09295,,,4.89177,,,,0.08961,,,,3.57722,,,,,,,,,,,0.48706,,,,,,,,,,,,,,,,,,,
crc,0.32624,1.90501,6.95673,6.94333,0.66414,0.79227,14.2789,14.5159,0.64962,8.50878,8.85779,,0.38667,0.33085,,,20.7571,0.62587,1.41628,3.12511,,,4.72028,,,,0.17355,,,,3.66911,,,,,,,,,,0.00925,0.38715,,,,,,,,,,,,,,,,,,,
crc,4.10399,4.45878,13.7995,9.26163,0.38596,1.28578,26.5634,7.19433,6.94674,13.6173,0.03777,0.18624,,1.09334,,,2.22445,0.92452,2.44037,3.71079,,,0.17489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,4.47812,2.19073,14.0849,10.2567,0.07018,0.64973,26.9889,7.05254,6.94362,15.4547,0.08148,0.18488,,1.04637,,,2.64191,0.99257,2.06893,3.57646,,,0.19287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,4.22981,2.14215,13.5357,9.84596,0.08185,1.26079,28.052,7.01235,6.84914,13.9336,0.01434,0.05897,0.05656,1.34643,,,2.26753,0.97792,2.48207,3.92003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,4.59766,3.05311,14.1291,10.9869,0.14944,1.0148,29.6911,7.17443,0.20765,14.4625,0.10713,0.23058,,1.59148,,,2.33896,1.30772,2.50818,4.13124,,,0.6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,9.02869,6.65418,6.80602,15.3627,1.81628,2.07686,30.3301,0.59701,2.20885,4.0082,,0.7835,3.56579,,0.41971,,0.05227,,,,,,12.8323,,,0.75922,,,,,,,,,,,,,,,,1.40299,,,,,,,,,,,,,,,,,,,
crc,8.79931,6.6924,6.48501,16.0946,4.30918,2.04025,29.1775,0.77649,1.81303,4.06797,,0.65198,3.68433,,0.35457,,0.06171,,,,,,11.301,,,0.78486,,,,,,,,,,,,,,,,1.27418,,,,,,,,,,,,,,,,,,,
crc,9.71526,8.38489,6.33998,16.7979,2.29683,2.13618,30.6262,0.65479,1.41352,1.33782,,0.98226,3.86845,,0.29418,,0.04213,,,,0.35776,,11.5035,,,0.83364,,,,,,,,,,,,,,,,1.49043,,,,,,,,,,,,,,,,,,,
crc,8.40751,7.82652,6.83841,15.9172,1.25158,1.96221,32.094,0.68485,1.69629,3.81881,,0.41961,3.76799,,0.40296,,,,,,,,12.0682,,,0.65148,,,,,,,,,,,,,,,,1.4305,,,,,,,,,,,,,,,,,,,
crc,1.1194,,5.70467,,0.56388,0.9301,36.8897,,0.45824,7.60241,,,,,,3.8538,41.9038,,,,,,,,,0.32987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.99213,,5.08679,,0.81538,0.57094,37.6126,,0.36284,5.81258,,,,,,3.93269,44.3492,,,,,,,,,0.37954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.98033,0.13012,10.9584,10.0179,0.93266,4.39305,12.4963,17.8704,0.78234,8.39979,0.79667,,7.69202,0.45256,,,12.0321,,4.73327,2.55665,,,0.74079,,,0.04519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,1.07038,1.97322,10.8323,9.89028,0.83804,4.3606,12.0155,16.2447,0.74703,7.49578,0.63093,0.15094,8.55795,0.24461,,,12.1692,0.05279,5.07593,2.14023,,,1.18992,,,0.09613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,0.79629,0.02734,11.9133,10.8982,0.79374,4.16779,11.3937,16.711,0.51936,8.42542,0.71895,0.1469,7.78294,0.47992,,,12.0828,,4.76227,2.01032,,,0.76867,,,0.14057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,1.04686,1.95887,11.8328,10.0062,0.76658,4.11124,11.9195,16.1859,0.59306,6.7487,0.70163,0.20504,7.98396,0.3809,,,12.5373,,4.85627,2.09426,,,1.9408,,,0.11704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crc,1.09779,4.51684,2.45877,11.0308,0.026,,11.342,5.36368,0.09922,23.0216,5.09863,1.52065,25.5025,,,0.21944,,,0.03332,,,,0.89787,,,,3.32905,,,,,,,,,,,,,,,,,1.79156,,0.01614,,,,,,,,,,,,,,,
crc,1.36246,1.34831,2.08998,10.3802,0.34277,,13.0584,5.31804,0.27417,21.122,4.98547,1.16804,25.5653,,,0.66477,,,0.07122,,,,0.67329,,,,3.64188,,,,,,,,,,,,,,,,,1.73357,,0.13251,,,,,,,,,0.52358,,,,,,
crc,1.20147,1.17417,2.31729,9.87445,0.47541,,11.4528,4.07191,0.33187,24.5096,5.18764,1.50095,24.9379,,,0.39766,,,,,,,0.33085,,,,3.81146,,,,,,,,,,,,,,,,,2.21117,,0.05066,,,,,,,,,1.02913,,,,,,
crc,1.06678,1.1071,2.46278,10.0078,0.3643,,12.0066,4.71388,0.22193,22.5167,5.51369,1.26382,27.3453,,,0.2643,,,,,,,0.71775,,,,4.70737,,,,,,,,,,,,,,,,,2.29786,,0.26488,,,,,,,,,,,,,,,
crc,2.80326,1.20814,17.0865,17.4165,2.47162,3.15458,36.2679,1.38856,0.5622,4.53644,0.26034,0.99572,4.45107,1.22136,0.11544,,,,,,0.30258,,1.50029,,,,,,,,,,,,,,,,,,,2.81858,,,,,,,,,,1.08833,,,,,,,,,
crc,2.91768,1.84533,16.3519,18.321,3.34329,3.50156,34.6878,1.19986,0.41899,4.62623,0.48215,1.38395,3.97881,1.30086,0.09063,,,,,,,,0.6442,,,,,,,,,,,,,,,,,,,3.04776,,,,,,,,,,1.40375,,,,,,,,,
